Current_season,Month,Previous_covid_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,AUG,2023-24,Montana,0.0002,0,0.0002,12,0,52303,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,North Carolina,0,0,0,0,0,523493,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,North Dakota,0.0002,0,0.0002,8,0,39611,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,AUG,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,AUG,2023-24,New Jersey,0.0008,0.0018,-0.001,361,800,434609,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,New Mexico,0.0028,9.0995e-06,0.0028,312,1,109896,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Nevada,0.0005,0,0.0005,72,0,159658,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,New York,0.0007,0,0.0007,376,0,514913,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Ohio,0.0008,0,0.0008,444,0,572469,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Oklahoma,0.0003,9.2528e-06,0.0003,72,2,216150,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Oregon,0.0014,0.0053,-0.0039,274,"1,053",198245,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Pennsylvania,0.0007,0,0.0007,344,0,515686,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Philadelphia,0.0015,0,0.0015,113,0,73520,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Puerto Rico,0.0001,7.3343e-06,0.0001,19,1,136345,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Republic of Palau,0,0,0,0,0,1099,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,AUG,2023-24,South Dakota,0.0003,0,0.0003,17,0,48907,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Houston,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,AUG,2023-24,Tennessee,0.0005,0,0.0005,177,4,339143,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Texas,0.0009,0.0051,-0.0043,"1,450","8,624",1687066,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Utah,0.0007,4.6893e-06,0.0007,142,1,213250,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Virginia,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,AUG,2023-24,U.S. Virgin Islands ,0.0002,0,0.0002,1,0,6226,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Vermont,0.0011,0,0.0011,27,0,25620,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Washington,0.0023,0,0.0023,878,8,377798,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Wisconsin,0.0008,0,0.0008,236,0,286356,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,West Virginia,0.0001,0,0.0001,5,0,80919,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Wyoming,0.0002,0,0.0002,6,0,31095,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Alaska,0.0051,0,0.0051,"2,836",0,552427,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Alabama,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Arkansas,0.0009,0,0.0009,"2,035",40,2330808,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,American Samoa,0.0003,0,0.0003,10,0,31335,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Arizona,0.0051,6.9264e-07,0.0051,"29,647",4,5774978,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New York City,0.0041,0,0.0041,"27,180",0,6559310,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,California,0.0062,1.112e-06,0.0062,"190,566",34,30576844,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Chicago,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Colorado,0.0077,4.3882e-06,0.0077,"34,923",20,4557684,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Connecticut,0.0036,2.1141e-06,0.0036,"10,310",6,2838054,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,District of Columbia,0.0072,1.7146e-06,0.0072,"4,208",1,583228,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Delaware,0.0038,1.2785e-06,0.0038,"2,972",1,782153,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Florida,0.006,0,0.006,"104,201",0,17482580,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Federated States of Micronesia,0.0022,0,0.0022,150,0,66724,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Georgia,0.0053,4.8721e-07,0.0053,"43,265",4,8210067,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Guam,0.0005,0,0.0005,60,0,114544,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Iowa,0.0039,8.2034e-07,0.0039,"9,599",2,2438002,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Idaho,0.0032,0.0042,-0.001,"4,357","5,782",1375870,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Illinois,0.0049,9.1747e-07,0.0049,"48,029",9,9809562,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Indiana,0.002,1.9273e-06,0.0019,"10,127",10,5188514,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Kansas,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Kentucky,0.0017,2.3019e-06,0.0017,"6,061",8,3475334,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Louisiana,0.0026,2.8058e-07,0.0026,"9,263",1,3564038,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Maine,0.004,0,0.004,"4,432",0,1101973,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Marshall Islands,0.0008,0,0.0008,38,0,47529,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Michigan,0,0,0,0,0,7839742,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Minnesota,0.0064,0,0.0064,"28,061",0,4356123,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Missouri,0.0023,1.2552e-06,0.0023,"11,209",6,4780119,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,N. Mariana Islands,0.0024,0,0.0024,87,0,36075,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Mississippi,0.002,8.7964e-07,0.002,"4,626",2,2273653,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Montana,0.0041,0,0.0041,"3,458",0,850894,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,North Carolina,0,1.8084e-06,-1.8084e-06,0,15,8294423,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,North Dakota,0.0017,0,0.0017,"1,012",0,583680,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,AUG,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,AUG,2023-24,New Jersey,0.0055,0.0007,0.0048,"38,033","4,566",6947836,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New Mexico,0.0037,3.6724e-06,0.0037,"6,067",6,1633828,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Nevada,0.0025,8.1944e-07,0.0025,"6,169",2,2440679,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New York,0.0046,1.3653e-06,0.0046,"40,268",12,8789112,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Ohio,0.002,2.1919e-07,0.002,"17,949",2,9124576,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Oklahoma,0.0015,1.6517e-06,0.0015,"4,525",5,3027263,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Oregon,0.0066,0.0092,-0.0026,"22,218","31,108",3380729,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Pennsylvania,0.0024,4.9312e-06,0.0024,"21,442",44,8922762,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Philadelphia,0.0034,7.2596e-06,0.0034,"4,193",9,1239735,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Puerto Rico,0.0006,3.8107e-07,0.0006,"1,516",1,2624172,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Republic of Palau,0,0,0,0,0,16583,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,AUG,2023-24,South Dakota,0.0024,2.9663e-06,0.0024,"1,642",2,674238,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Houston,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,AUG,2023-24,Tennessee,0.0041,0,0.0041,"21,854",0,5373433,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Texas,0.0028,0.0059,-0.0031,"60,514","128,923",21925627,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Utah,0.002,2.1546e-06,0.002,"4,551",5,2320603,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Virginia,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,AUG,2023-24,U.S. Virgin Islands ,0.0011,0,0.0011,89,0,81507,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Vermont,0.0045,1.9601e-06,0.0045,"2,311",1,510181,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Washington,0.007,2.1567e-06,0.007,"42,128",13,6027818,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Wisconsin,0.0042,2.1862e-07,0.0042,"19,382",1,4574131,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,West Virginia,0.0029,7.0003e-07,0.0029,"4,119",1,1428520,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Wyoming,0.0023,0,0.0023,"1,038",0,449237,18+ years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Alaska,0.0016,0,0.0016,512,0,322724,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Alabama,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Arkansas,0.0004,0,0.0004,520,13,1229950,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,American Samoa,0.0003,0,0.0003,6,0,20418,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Arizona,0.0018,3.2473e-07,0.0018,"5,542",1,3079500,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New York City,0.0029,0,0.0029,"10,974",0,3752487,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,California,0.0028,3.4522e-07,0.0028,"48,638",6,17380305,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Chicago,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Colorado,0.003,1.5221e-06,0.003,"7,783",4,2627928,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Connecticut,0.0018,1.3949e-06,0.0018,"2,626",2,1433821,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,District of Columbia,0.004,2.5774e-06,0.004,"1,571",1,387986,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Delaware,0.0013,0,0.0013,490,0,383258,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Florida,0.0025,0,0.0025,"21,563",0,8532850,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Federated States of Micronesia,0.0022,0,0.0022,108,0,49666,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Georgia,0.0024,0,0.0024,"11,106",0,4619939,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Guam,0.0004,0,0.0004,27,0,70741,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Iowa,0.0013,0,0.0013,"1,695",0,1278429,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Idaho,0.0011,0.0017,-0.0006,799,"1,277",747775,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Illinois,0.0022,3.7784e-07,0.0022,"11,682",2,5293195,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Indiana,0.0011,3.5783e-07,0.0011,"3,032",1,2794631,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Kansas,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Kentucky,0.001,0,0.001,"1,844",0,1829101,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Louisiana,0.001,5.1901e-07,0.001,"1,998",1,1926749,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Maine,0.0016,0,0.0016,827,0,507668,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Marshall Islands,0.001,0,0.001,36,0,36097,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Michigan,0,0,0,0,0,4006528,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Minnesota,0.0026,0,0.0026,"6,034",0,2315421,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Missouri,0.0011,8.001e-07,0.0011,"2,770",2,2499695,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,N. Mariana Islands,0.002,0,0.002,40,0,20301,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Mississippi,0.0006,0,0.0006,784,0,1212056,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Montana,0.001,0,0.001,422,0,430356,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,North Carolina,0,4.5214e-07,-4.5214e-07,0,2,4423448,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,North Dakota,0.0006,0,0.0006,209,0,329715,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,New Jersey,0.0029,0.0026,0.0002,"10,313","9,515",3608589,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New Mexico,0.0016,2.3335e-06,0.0016,"1,343",2,857079,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Nevada,0.0014,7.4951e-07,0.0014,"1,882",1,1334197,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New York,0.0018,6.832e-07,0.0018,"7,842",3,4391080,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Ohio,0.0009,0,0.0009,"4,391",0,4712462,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Oklahoma,0.0008,2.4079e-06,0.0008,"1,335",4,1661189,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Oregon,0.003,0.0042,-0.0011,"5,494","7,510",1806245,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Pennsylvania,0.0012,1.8321e-06,0.0012,"5,269",8,4366564,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Philadelphia,0.0023,1.3464e-06,0.0023,"1,697",1,742696,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Puerto Rico,0.0002,7.7725e-07,0.0002,279,1,1286583,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Republic of Palau,0,0,0,0,0,10568,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,South Dakota,0.0006,0,0.0006,213,0,352593,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Houston,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,Tennessee,0.0015,0,0.0015,"4,401",0,2857609,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Texas,0.0011,0.0041,-0.003,"14,124","53,441",13026771,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Utah,0.0012,0,0.0012,"1,781",0,1478793,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Virginia,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,AUG,2023-24,U.S. Virgin Islands ,0.0004,0,0.0004,16,0,38581,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Vermont,0.002,0,0.002,487,0,247935,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Washington,0.0032,1.1889e-06,0.0032,"10,926",4,3364376,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Wisconsin,0.0018,0,0.0018,"4,298",0,2341888,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,West Virginia,0.0011,1.4475e-06,0.0011,738,1,690870,18-49 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Wyoming,0.0005,0,0.0005,116,0,236563,18-49 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Alaska,0.0006,0,0.0006,24,0,40264,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Alabama,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JUL,2023-24,Arkansas,0.0002,6.3396e-06,0.0002,25,1,157739,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,American Samoa,0,0,0,0,0,3546,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Arizona,0.0012,0,0.0012,456,0,375524,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,New York City,0.0007,0,0.0007,254,0,360714,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,California,0.0011,1.0041e-06,0.0011,"2,258",2,1991746,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Chicago,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JUL,2023-24,Colorado,0.0007,0,0.0007,189,0,285438,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Connecticut,0.0007,0,0.0007,122,0,163419,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,District of Columbia,0.0016,0,0.0016,43,0,26358,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Delaware,0.0004,0,0.0004,17,0,46331,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Florida,0.0005,0,0.0005,446,0,955019,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Federated States of Micronesia,0.0015,0,0.0015,12,0,7989,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Georgia,0.0004,0,0.0004,201,0,569907,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Guam,0,0,0,0,0,11986,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JUL,2023-24,Iowa,0.0004,0,0.0004,68,0,163445,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Idaho,0.0005,0.001,-0.0005,47,103,104275,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Illinois,0.0006,4.791e-06,0.0006,399,3,626171,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Indiana,0.0006,0,0.0006,199,0,351878,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Kansas,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JUL,2023-24,Kentucky,0.0005,4.4821e-06,0.0004,101,1,223108,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Louisiana,0.0002,4.1408e-06,0.0002,53,1,241497,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,JUL,2023-24,Maine,0.001,0,0.001,58,0,55949,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Marshall Islands,0.001,0,0.001,7,0,6780,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Michigan,0,0,0,0,0,475421,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Minnesota,0.0007,0,0.0007,203,0,292636,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Missouri,0.0003,0,0.0003,79,0,307961,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,N. Mariana Islands,0.0008,0,0.0008,3,0,3916,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Mississippi,0.0001,0,0.0001,19,0,157912,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Montana,0.0001,0,0.0001,5,0,52303,9-12 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,North Carolina,0,0,0,0,0,523493,9-12 years,Within 5 percentage points,Child
