current_season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child or adult
2024-25,DEC,163422,4423448,North Carolina,0.0369,18-49 years,"2024-25, North Carolina: 18-49 years",Adult
2024-25,DEC,171516,2330808,Arkansas,0.0736,18+ years,"2024-25, Arkansas: 18+ years",Adult
2024-25,DEC,173175,1184308,Wisconsin,0.1462,50-64 years,"2024-25, Wisconsin: 50-64 years",Adult
2024-25,DEC,174464,3564038,Louisiana,0.049,18+ years,"2024-25, Louisiana: 18+ years",Adult
2024-25,DEC,179029,3012504.5,Arkansas,0.0594,Overall,"2024-25, Arkansas: Overall",All
2024-25,DEC,180071,4616751,Louisiana,0.039,Overall,"2024-25, Louisiana: Overall",All
2024-25,DEC,181479,2056433,North Carolina,0.0882,50-64 years,"2024-25, North Carolina: 50-64 years",Adult
2024-25,DEC,182047,4391080,New York State,0.0415,18-49 years,"2024-25, New York (excluding New York City): 18-49 years",Adult
2024-25,DEC,182335,2341888,Wisconsin,0.0779,18-49 years,"2024-25, Wisconsin: 18-49 years",Adult
2024-25,DEC,183086,1053369,Colorado,0.1738,50-64 years,"2024-25, Colorado: 50-64 years",Adult
2024-25,DEC,188685,1222456,Maryland,0.1543,50-64 years,"2024-25, Maryland: 50-64 years",Adult
2024-25,DEC,189299,770835,Kentucky,0.2456,65+ years,"2024-25, Kentucky: 65+ years",Adult
2024-25,DEC,195551,8532850,Florida,0.0229,18-49 years,"2024-25, Florida: 18-49 years",Adult
2024-25,DEC,197868,1806245,Oregon,0.1095,18-49 years,"2024-25, Oregon: 18-49 years",Adult
2024-25,DEC,203906,2512075,Maryland,0.0812,18-49 years,"2024-25, Maryland: 18-49 years",Adult
2024-25,DEC,207481,13026771,Texas,0.0159,18-49 years,"2024-25, Texas: 18-49 years",Adult
2024-25,DEC,208977,4366564,Pennsylvania,0.0479,18-49 years,"2024-25, Pennsylvania (excluding Philadelphia County): 18-49 years",Adult
2024-25,DEC,209349,3752487,New York City,0.0558,18-49 years,"2024-25, New York City: 18-49 years",Adult
2024-25,DEC,211848,3027263,Oklahoma,0.07,18+ years,"2024-25, Oklahoma: 18+ years",Adult
2024-25,DEC,212221,4712462,Ohio,0.045,18-49 years,"2024-25, Ohio: 18-49 years",Adult
2024-25,DEC,216659,1091861,Minnesota,0.1984,50-64 years,"2024-25, Minnesota: 50-64 years",Adult
2024-25,DEC,219482,2337214,New York State,0.0939,50-64 years,"2024-25, New York (excluding New York City): 50-64 years",Adult
2024-25,DEC,219598,4006528,Michigan,0.0548,18-49 years,"2024-25, Michigan: 18-49 years",Adult
2024-25,DEC,219976,1308751,New York City,0.1681,65+ years,"2024-25, New York City: 65+ years",Adult
2024-25,DEC,220752,3956445.5,Oklahoma,0.0558,Overall,"2024-25, Oklahoma: Overall",All
2024-25,DEC,222516,1101973,Maine,0.2019,18+ years,"2024-25, Maine: 18+ years",Adult
2024-25,DEC,226959,2314476,Ohio,0.0981,50-64 years,"2024-25, Ohio: 50-64 years",Adult
2024-25,DEC,227275,2020773,Michigan,0.1125,50-64 years,"2024-25, Michigan: 50-64 years",Adult
2024-25,DEC,227668,2440679,Nevada,0.0933,18+ years,"2024-25, Nevada: 18+ years",Adult
2024-25,DEC,229038,2335478,Pennsylvania,0.0981,50-64 years,"2024-25, Pennsylvania (excluding Philadelphia County): 50-64 years",Adult
2024-25,DEC,230007,2627928,Colorado,0.0875,18-49 years,"2024-25, Colorado: 18-49 years",Adult
2024-25,DEC,234002,5025173,Texas,0.0466,50-64 years,"2024-25, Texas: 50-64 years",Adult
2024-25,DEC,234050,566136,Iowa,0.4134,65+ years,"2024-25, Iowa: 65+ years",Adult
2024-25,DEC,236966,3120407,Nevada,0.0759,Overall,"2024-25, Nevada: Overall",All
2024-25,DEC,240057,1344005,Maine,0.1786,Overall,"2024-25, Maine: Overall",All
2024-25,DEC,257037,645996,Connecticut,0.3979,65+ years,"2024-25, Connecticut: 65+ years",Adult
2024-25,DEC,258383,1415568,Washington,0.1825,50-64 years,"2024-25, Washington: 50-64 years",Adult
2024-25,DEC,258553,1633828,New Mexico,0.1582,18+ years,"2024-25, New Mexico: 18+ years",Adult
2024-25,DEC,261989,4311636,Florida,0.0608,50-64 years,"2024-25, Florida: 50-64 years",Adult
2024-25,DEC,263728,1180543,Tennessee,0.2234,65+ years,"2024-25, Tennessee: 65+ years",Adult
2024-25,DEC,272178,2315421,Minnesota,0.1176,18-49 years,"2024-25, Minnesota: 18-49 years",Adult
2024-25,DEC,279710,2095031,New Mexico,0.1335,Overall,"2024-25, New Mexico: Overall",All
2024-25,DEC,296899,1574667,Georgia,0.1885,65+ years,"2024-25, Georgia: 65+ years",Adult
2024-25,DEC,305153,2427133,Illinois,0.1257,50-64 years,"2024-25, Illinois: 50-64 years",Adult
2024-25,DEC,309197,2320603,Utah,0.1332,18+ years,"2024-25, Utah: 18+ years",Adult
2024-25,DEC,324388,3475334,Kentucky,0.0933,18+ years,"2024-25, Kentucky: 18+ years",Adult
2024-25,DEC,327198,1089714,Missouri,0.3003,65+ years,"2024-25, Missouri: 65+ years",Adult
2024-25,DEC,327772,1373975,Arizona,0.2386,65+ years,"2024-25, Arizona: 65+ years",Adult
2024-25,DEC,334654,5293195,Illinois,0.0632,18-49 years,"2024-25, Illinois: 18-49 years",Adult
2024-25,DEC,340477,789527,Oregon,0.4312,65+ years,"2024-25, Oregon: 65+ years",Adult
2024-25,DEC,343210,4450995.5,Kentucky,0.0771,Overall,"2024-25, Kentucky: Overall",All
2024-25,DEC,346135,3226163.5,Utah,0.1073,Overall,"2024-25, Utah: Overall",All
2024-25,DEC,352480,3364376,Washington,0.1048,18-49 years,"2024-25, Washington: 18-49 years",Adult
2024-25,DEC,368665,1510028,New Jersey,0.2441,65+ years,"2024-25, New Jersey: 65+ years",Adult
2024-25,DEC,379510,987352,Maryland,0.3844,65+ years,"2024-25, Maryland: 65+ years",Adult
2024-25,DEC,381686,876387,Colorado,0.4355,65+ years,"2024-25, Colorado: 65+ years",Adult
2024-25,DEC,389640,2438002,Iowa,0.1598,18+ years,"2024-25, Iowa: 18+ years",Adult
2024-25,DEC,417848,3145074,Iowa,0.1329,Overall,"2024-25, Iowa: Overall",All
2024-25,DEC,429939,1814542,North Carolina,0.2369,65+ years,"2024-25, North Carolina: 65+ years",Adult
2024-25,DEC,437295,8567802,California,0.051,6 months to 17 years,"2024-25, California: 6 months to 17 years",Child
2024-25,DEC,444390,6846888.5,Tennessee,0.0649,Overall,"2024-25, Tennessee: Overall",All
2024-25,DEC,448429,2838054,Connecticut,0.158,18+ years,"2024-25, Connecticut: 18+ years",Adult
2024-25,DEC,466833,5373433,Tennessee,0.0869,18+ years,"2024-25, Tennessee: 18+ years",Adult
2024-25,DEC,469560,1047935,Wisconsin,0.4481,65+ years,"2024-25, Wisconsin: 65+ years",Adult
2024-25,DEC,479415,3539890,Connecticut,0.1354,Overall,"2024-25, Connecticut: Overall",All
2024-25,DEC,489195,948841,Minnesota,0.5156,65+ years,"2024-25, Minnesota: 65+ years",Adult
2024-25,DEC,505737,3873683,Texas,0.1306,65+ years,"2024-25, Texas: 65+ years",Adult
2024-25,DEC,544645,6559310,New York City,0.083,18+ years,"2024-25, New York City: 18+ years",Adult
2024-25,DEC,550041,8210067,Georgia,0.067,18+ years,"2024-25, Georgia: 18+ years",Adult
2024-25,DEC,551953,5774978,Arizona,0.0956,18+ years,"2024-25, Arizona: 18+ years",Adult
2024-25,DEC,552918,4780119,Missouri,0.1157,18+ years,"2024-25, Missouri: 18+ years",Adult
2024-25,DEC,558137,1247874,Washington,0.4473,65+ years,"2024-25, Washington: 65+ years",Adult
2024-25,DEC,583147,10647521,Georgia,0.0548,Overall,"2024-25, Georgia: Overall",All
2024-25,DEC,592293,6115723.5,Missouri,0.0968,Overall,"2024-25, Missouri: Overall",All
2024-25,DEC,599284,7380696.5,Arizona,0.0812,Overall,"2024-25, Arizona: Overall",All
2024-25,DEC,604941,8200096,New York City,0.0738,Overall,"2024-25, New York City: Overall",All
2024-25,DEC,624961,2060818,New York State,0.3033,65+ years,"2024-25, New York (excluding New York City): 65+ years",Adult
2024-25,DEC,627221,1812441,Michigan,0.3461,65+ years,"2024-25, Michigan: 65+ years",Adult
2024-25,DEC,629867,2097638,Ohio,0.3003,65+ years,"2024-25, Ohio: 65+ years",Adult
2024-25,DEC,642436,2220720,Pennsylvania,0.2893,65+ years,"2024-25, Pennsylvania (excluding Philadelphia County): 65+ years",Adult
2024-25,DEC,672873,6947836,New Jersey,0.0968,18+ years,"2024-25, New Jersey: 18+ years",Adult
2024-25,DEC,682070,3380729,Oregon,0.2018,18+ years,"2024-25, Oregon: 18+ years",Adult
2024-25,DEC,717481,8832618,New Jersey,0.0812,Overall,"2024-25, New Jersey: Overall",All
2024-25,DEC,726171,2089234,Illinois,0.3476,65+ years,"2024-25, Illinois: 65+ years",Adult
2024-25,DEC,753962,4220498,Oregon,0.1786,Overall,"2024-25, Oregon: Overall",All
2024-25,DEC,772101,4721883,Maryland,0.1635,18+ years,"2024-25, Maryland: 18+ years",Adult
2024-25,DEC,774840,8294423,North Carolina,0.0934,18+ years,"2024-25, North Carolina: 18+ years",Adult
2024-25,DEC,794779,4557684,Colorado,0.1744,18+ years,"2024-25, Colorado: 18+ years",Adult
2024-25,DEC,825070,4574131,Wisconsin,0.1804,18+ years,"2024-25, Wisconsin: 18+ years",Adult
2024-25,DEC,844344,10541669,North Carolina,0.0801,Overall,"2024-25, North Carolina: Overall",All
2024-25,DEC,861246,6021010.5,Maryland,0.143,Overall,"2024-25, Maryland: Overall",All
2024-25,DEC,872767,4638094,Florida,0.1882,65+ years,"2024-25, Florida: 65+ years",Adult
2024-25,DEC,890806,5776181,Colorado,0.1542,Overall,"2024-25, Colorado: Overall",All
2024-25,DEC,895199,5801275.5,Wisconsin,0.1543,Overall,"2024-25, Wisconsin: Overall",All
2024-25,DEC,947220,29172250,Texas,0.0325,Overall,"2024-25, Texas: Overall",All
2024-25,DEC,978032,4356123,Minnesota,0.2245,18+ years,"2024-25, Minnesota: 18+ years",Adult
2024-25,DEC,1026490,8789112,New York State,0.1168,18+ years,"2024-25, New York (excluding New York City): 18+ years",Adult
2024-25,DEC,1050023,21925627,Texas,0.0479,18+ years,"2024-25, Texas: 18+ years",Adult
2024-25,DEC,1069047,9124576,Ohio,0.1172,18+ years,"2024-25, Ohio: 18+ years",Adult
2024-25,DEC,1074094,7839742,Michigan,0.137,18+ years,"2024-25, Michigan: 18+ years",Adult
2024-25,DEC,1080451,8922762,Pennsylvania,0.1211,18+ years,"2024-25, Pennsylvania (excluding Philadelphia County): 18+ years",Adult
2024-25,DEC,1094976,11026194,New York State,0.0993,Overall,"2024-25, New York (excluding New York City): Overall",All
2024-25,DEC,1098037,5624147,Minnesota,0.1952,Overall,"2024-25, Minnesota: Overall",All
2024-25,DEC,1121604,7220373,California,0.1553,50-64 years,"2024-25, California: 50-64 years",Adult
2024-25,DEC,1141893,11627059,Ohio,0.0982,Overall,"2024-25, Ohio: Overall",All
2024-25,DEC,1155781,11148453,Pennsylvania,0.1037,Overall,"2024-25, Pennsylvania (excluding Philadelphia County): Overall",All
2024-25,DEC,1157033,9912630.5,Michigan,0.1167,Overall,"2024-25, Michigan: Overall",All
2024-25,DEC,1169000,6027818,Washington,0.1939,18+ years,"2024-25, Washington: 18+ years",Adult
2024-25,DEC,1305337,7650371.5,Washington,0.1706,Overall,"2024-25, Washington: Overall",All
2024-25,DEC,1321616,17380305,California,0.076,18-49 years,"2024-25, California: 18-49 years",Adult
2024-25,DEC,1330307,17482580,Florida,0.0761,18+ years,"2024-25, Florida: 18+ years",Adult
2024-25,DEC,1364715,21623533,Florida,0.0631,Overall,"2024-25, Florida: Overall",All
2024-25,DEC,1365978,9809562,Illinois,0.1392,18+ years,"2024-25, Illinois: 18+ years",Adult
2024-25,DEC,1492212,12517504,Illinois,0.1192,Overall,"2024-25, Illinois: Overall",All
2024-25,DEC,2172964,5976166,California,0.3636,65+ years,"2024-25, California: 65+ years",Adult
2024-25,DEC,4616184,30576844,California,0.151,18+ years,"2024-25, California: 18+ years",Adult
2024-25,DEC,5053479,39144646,California,0.1291,Overall,"2024-25, California: Overall",All
2024-25,JAN,,,Alabama,,13-17 years,"2024-25, Alabama: 13-17 years",Child
2024-25,JAN,,,Alabama,,18+ years,"2024-25, Alabama: 18+ years",Adult
2024-25,JAN,,,Alabama,,18-49 years,"2024-25, Alabama: 18-49 years",Adult
2024-25,JAN,,,Alabama,,2-4 years,"2024-25, Alabama: 2-4 years",Child
2024-25,JAN,,,Alabama,,5-8 years,"2024-25, Alabama: 5-8 years",Child
2024-25,JAN,,,Alabama,,50-64 years,"2024-25, Alabama: 50-64 years",Adult
2024-25,JAN,,,Alabama,,6 months to 17 years,"2024-25, Alabama: 6 months to 17 years",Child
2024-25,JAN,,,Alabama,,6-23 months,"2024-25, Alabama: 6-23 months",Child
2024-25,JAN,,,Alabama,,65+ years,"2024-25, Alabama: 65+ years",Adult
2024-25,JAN,,,Alabama,,9-12 years,"2024-25, Alabama: 9-12 years",Child
2024-25,JAN,,,Alabama,,Overall,"2024-25, Alabama: Overall",All
2024-25,JAN,,,Alaska,,13-17 years,"2024-25, Alaska: 13-17 years",Child
2024-25,JAN,,,Alaska,,18+ years,"2024-25, Alaska: 18+ years",Adult
2024-25,JAN,,,Alaska,,18-49 years,"2024-25, Alaska: 18-49 years",Adult
2024-25,JAN,,,Alaska,,2-4 years,"2024-25, Alaska: 2-4 years",Child
2024-25,JAN,,,Alaska,,5-8 years,"2024-25, Alaska: 5-8 years",Child
2024-25,JAN,,,Alaska,,50-64 years,"2024-25, Alaska: 50-64 years",Adult
2024-25,JAN,,,Alaska,,6 months to 17 years,"2024-25, Alaska: 6 months to 17 years",Child
2024-25,JAN,,,Alaska,,6-23 months,"2024-25, Alaska: 6-23 months",Child
2024-25,JAN,,,Alaska,,65+ years,"2024-25, Alaska: 65+ years",Adult
2024-25,JAN,,,Alaska,,9-12 years,"2024-25, Alaska: 9-12 years",Child
2024-25,JAN,,,Alaska,,Overall,"2024-25, Alaska: Overall",All
2024-25,JAN,,,Arizona,,13-17 years,"2024-25, Arizona: 13-17 years",Child
2024-25,JAN,,,Arizona,,18+ years,"2024-25, Arizona: 18+ years",Adult
2024-25,JAN,,,Arizona,,18-49 years,"2024-25, Arizona: 18-49 years",Adult
2024-25,JAN,,,Arizona,,2-4 years,"2024-25, Arizona: 2-4 years",Child
2024-25,JAN,,,Arizona,,5-8 years,"2024-25, Arizona: 5-8 years",Child
2024-25,JAN,,,Arizona,,50-64 years,"2024-25, Arizona: 50-64 years",Adult
2024-25,JAN,,,Arizona,,6 months to 17 years,"2024-25, Arizona: 6 months to 17 years",Child
2024-25,JAN,,,Arizona,,6-23 months,"2024-25, Arizona: 6-23 months",Child
2024-25,JAN,,,Arizona,,65+ years,"2024-25, Arizona: 65+ years",Adult
2024-25,JAN,,,Arizona,,9-12 years,"2024-25, Arizona: 9-12 years",Child
2024-25,JAN,,,Arizona,,Overall,"2024-25, Arizona: Overall",All
2024-25,JAN,,,Chicago,,13-17 years,"2024-25, Chicago: 13-17 years",Child
2024-25,JAN,,,Chicago,,18+ years,"2024-25, Chicago: 18+ years",Adult
2024-25,JAN,,,Chicago,,18-49 years,"2024-25, Chicago: 18-49 years",Adult
2024-25,JAN,,,Chicago,,2-4 years,"2024-25, Chicago: 2-4 years",Child
2024-25,JAN,,,Chicago,,5-8 years,"2024-25, Chicago: 5-8 years",Child
2024-25,JAN,,,Chicago,,50-64 years,"2024-25, Chicago: 50-64 years",Adult
2024-25,JAN,,,Chicago,,6 months to 17 years,"2024-25, Chicago: 6 months to 17 years",Child
2024-25,JAN,,,Chicago,,6-23 months,"2024-25, Chicago: 6-23 months",Child
2024-25,JAN,,,Chicago,,65+ years,"2024-25, Chicago: 65+ years",Adult
2024-25,JAN,,,Chicago,,9-12 years,"2024-25, Chicago: 9-12 years",Child
2024-25,JAN,,,Chicago,,Overall,"2024-25, Chicago: Overall",All
2024-25,JAN,,,District of Columbia,,13-17 years,"2024-25, District of Columbia: 13-17 years",Child
2024-25,JAN,,,District of Columbia,,18+ years,"2024-25, District of Columbia: 18+ years",Adult
2024-25,JAN,,,District of Columbia,,18-49 years,"2024-25, District of Columbia: 18-49 years",Adult
2024-25,JAN,,,District of Columbia,,2-4 years,"2024-25, District of Columbia: 2-4 years",Child
2024-25,JAN,,,District of Columbia,,5-8 years,"2024-25, District of Columbia: 5-8 years",Child
2024-25,JAN,,,District of Columbia,,50-64 years,"2024-25, District of Columbia: 50-64 years",Adult
2024-25,JAN,,,District of Columbia,,6 months to 17 years,"2024-25, District of Columbia: 6 months to 17 years",Child
2024-25,JAN,,,District of Columbia,,6-23 months,"2024-25, District of Columbia: 6-23 months",Child
2024-25,JAN,,,District of Columbia,,65+ years,"2024-25, District of Columbia: 65+ years",Adult
2024-25,JAN,,,District of Columbia,,9-12 years,"2024-25, District of Columbia: 9-12 years",Child
2024-25,JAN,,,District of Columbia,,Overall,"2024-25, District of Columbia: Overall",All
2024-25,JAN,,,Hawaii,,13-17 years,"2024-25, Hawaii: 13-17 years",Child
2024-25,JAN,,,Hawaii,,18+ years,"2024-25, Hawaii: 18+ years",Adult
2024-25,JAN,,,Hawaii,,18-49 years,"2024-25, Hawaii: 18-49 years",Adult
2024-25,JAN,,,Hawaii,,2-4 years,"2024-25, Hawaii: 2-4 years",Child
2024-25,JAN,,,Hawaii,,5-8 years,"2024-25, Hawaii: 5-8 years",Child
2024-25,JAN,,,Hawaii,,50-64 years,"2024-25, Hawaii: 50-64 years",Adult
2024-25,JAN,,,Hawaii,,6 months to 17 years,"2024-25, Hawaii: 6 months to 17 years",Child
2024-25,JAN,,,Hawaii,,6-23 months,"2024-25, Hawaii: 6-23 months",Child
2024-25,JAN,,,Hawaii,,65+ years,"2024-25, Hawaii: 65+ years",Adult
2024-25,JAN,,,Hawaii,,9-12 years,"2024-25, Hawaii: 9-12 years",Child
2024-25,JAN,,,Hawaii,,Overall,"2024-25, Hawaii: Overall",All
2024-25,JAN,,,Houston,,13-17 years,"2024-25, Houston: 13-17 years",Child
2024-25,JAN,,,Houston,,18+ years,"2024-25, Houston: 18+ years",Adult
2024-25,JAN,,,Houston,,18-49 years,"2024-25, Houston: 18-49 years",Adult
2024-25,JAN,,,Houston,,2-4 years,"2024-25, Houston: 2-4 years",Child
2024-25,JAN,,,Houston,,5-8 years,"2024-25, Houston: 5-8 years",Child
2024-25,JAN,,,Houston,,50-64 years,"2024-25, Houston: 50-64 years",Adult
2024-25,JAN,,,Houston,,6 months to 17 years,"2024-25, Houston: 6 months to 17 years",Child
2024-25,JAN,,,Houston,,6-23 months,"2024-25, Houston: 6-23 months",Child
2024-25,JAN,,,Houston,,65+ years,"2024-25, Houston: 65+ years",Adult
2024-25,JAN,,,Houston,,9-12 years,"2024-25, Houston: 9-12 years",Child
2024-25,JAN,,,Houston,,Overall,"2024-25, Houston: Overall",All
2024-25,JAN,,,Illinois,,13-17 years,"2024-25, Illinois: 13-17 years",Child
2024-25,JAN,,,Illinois,,18+ years,"2024-25, Illinois: 18+ years",Adult
2024-25,JAN,,,Illinois,,18-49 years,"2024-25, Illinois: 18-49 years",Adult
2024-25,JAN,,,Illinois,,2-4 years,"2024-25, Illinois: 2-4 years",Child
2024-25,JAN,,,Illinois,,5-8 years,"2024-25, Illinois: 5-8 years",Child
2024-25,JAN,,,Illinois,,50-64 years,"2024-25, Illinois: 50-64 years",Adult
2024-25,JAN,,,Illinois,,6 months to 17 years,"2024-25, Illinois: 6 months to 17 years",Child
2024-25,JAN,,,Illinois,,6-23 months,"2024-25, Illinois: 6-23 months",Child
2024-25,JAN,,,Illinois,,65+ years,"2024-25, Illinois: 65+ years",Adult
2024-25,JAN,,,Illinois,,9-12 years,"2024-25, Illinois: 9-12 years",Child
2024-25,JAN,,,Illinois,,Overall,"2024-25, Illinois: Overall",All
2024-25,JAN,,,Indiana,,13-17 years,"2024-25, Indiana: 13-17 years",Child
2024-25,JAN,,,Indiana,,18+ years,"2024-25, Indiana: 18+ years",Adult
2024-25,JAN,,,Indiana,,18-49 years,"2024-25, Indiana: 18-49 years",Adult
2024-25,JAN,,,Indiana,,2-4 years,"2024-25, Indiana: 2-4 years",Child
2024-25,JAN,,,Indiana,,5-8 years,"2024-25, Indiana: 5-8 years",Child
2024-25,JAN,,,Indiana,,50-64 years,"2024-25, Indiana: 50-64 years",Adult
2024-25,JAN,,,Indiana,,6 months to 17 years,"2024-25, Indiana: 6 months to 17 years",Child
2024-25,JAN,,,Indiana,,6-23 months,"2024-25, Indiana: 6-23 months",Child
2024-25,JAN,,,Indiana,,65+ years,"2024-25, Indiana: 65+ years",Adult
2024-25,JAN,,,Indiana,,9-12 years,"2024-25, Indiana: 9-12 years",Child
2024-25,JAN,,,Indiana,,Overall,"2024-25, Indiana: Overall",All
2024-25,JAN,,,Kansas,,13-17 years,"2024-25, Kansas: 13-17 years",Child
2024-25,JAN,,,Kansas,,18+ years,"2024-25, Kansas: 18+ years",Adult
2024-25,JAN,,,Kansas,,18-49 years,"2024-25, Kansas: 18-49 years",Adult
2024-25,JAN,,,Kansas,,2-4 years,"2024-25, Kansas: 2-4 years",Child
2024-25,JAN,,,Kansas,,5-8 years,"2024-25, Kansas: 5-8 years",Child
2024-25,JAN,,,Kansas,,50-64 years,"2024-25, Kansas: 50-64 years",Adult
2024-25,JAN,,,Kansas,,6 months to 17 years,"2024-25, Kansas: 6 months to 17 years",Child
2024-25,JAN,,,Kansas,,6-23 months,"2024-25, Kansas: 6-23 months",Child
2024-25,JAN,,,Kansas,,65+ years,"2024-25, Kansas: 65+ years",Adult
2024-25,JAN,,,Kansas,,9-12 years,"2024-25, Kansas: 9-12 years",Child
2024-25,JAN,,,Kansas,,Overall,"2024-25, Kansas: Overall",All
2024-25,JAN,,,Louisiana,,13-17 years,"2024-25, Louisiana: 13-17 years",Child
2024-25,JAN,,,Louisiana,,18+ years,"2024-25, Louisiana: 18+ years",Adult
2024-25,JAN,,,Louisiana,,18-49 years,"2024-25, Louisiana: 18-49 years",Adult
2024-25,JAN,,,Louisiana,,2-4 years,"2024-25, Louisiana: 2-4 years",Child
2024-25,JAN,,,Louisiana,,5-8 years,"2024-25, Louisiana: 5-8 years",Child
2024-25,JAN,,,Louisiana,,50-64 years,"2024-25, Louisiana: 50-64 years",Adult
2024-25,JAN,,,Louisiana,,6 months to 17 years,"2024-25, Louisiana: 6 months to 17 years",Child
2024-25,JAN,,,Louisiana,,6-23 months,"2024-25, Louisiana: 6-23 months",Child
2024-25,JAN,,,Louisiana,,65+ years,"2024-25, Louisiana: 65+ years",Adult
2024-25,JAN,,,Louisiana,,9-12 years,"2024-25, Louisiana: 9-12 years",Child
2024-25,JAN,,,Louisiana,,Overall,"2024-25, Louisiana: Overall",All
2024-25,JAN,,,Massachusetts,,13-17 years,"2024-25, Massachusetts: 13-17 years",Child
2024-25,JAN,,,Massachusetts,,18+ years,"2024-25, Massachusetts: 18+ years",Adult
2024-25,JAN,,,Massachusetts,,18-49 years,"2024-25, Massachusetts: 18-49 years",Adult
2024-25,JAN,,,Massachusetts,,2-4 years,"2024-25, Massachusetts: 2-4 years",Child
2024-25,JAN,,,Massachusetts,,5-8 years,"2024-25, Massachusetts: 5-8 years",Child
