Vaccine,Geographic Level,Geographic Name,Demographic_Level,Demographic Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,National,National,Mother's Education,>= College degree,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,15.5684,1.0127,24629,0
COVID,National,National,Mother's Education,>= College degree,Up-to-date,Yes,December Week 2,2024-12-14,15.5684,1.0127,24629,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,57.366,7.9318,546,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,4.9315,2.7084,546,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,32.3061,7.2709,546,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,5.3965,1.0916,9145,0
COVID,National,National,Mother's Education,High school or equivalent,Up-to-date,Yes,December Week 2,2024-12-14,5.3965,1.0916,9145,0
COVID,National,National,Mother's Education,Less than high school,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,35.7457,12.7797,208,0
COVID,National,National,Mother's Education,Less than high school,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,8.8886,5.6967,208,0
COVID,National,National,Mother's Education,Less than high school,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,48.1707,12.9745,208,0
COVID,National,National,Mother's Education,Less than high school,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,7.1949,1.7659,3598,0
COVID,National,National,Mother's Education,Less than high school,Up-to-date,Yes,December Week 2,2024-12-14,7.1949,1.7659,3598,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,62.7451,6.8979,634,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,8.4371,4.3756,634,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,23.6628,5.9894,634,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,5.155,0.7902,11187,0
COVID,National,National,Mother's Education,Some college,Up-to-date,Yes,December Week 2,2024-12-14,5.155,0.7902,11187,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,53.6663,3.2186,3019,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,8.4736,1.8193,3019,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,27.3688,2.8425,3019,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,10.4913,0.5862,51459,0
COVID,National,National,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2024-12-14,10.4913,0.5862,51459,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,61.1538,6.6648,657,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,5.2192,2.7061,657,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,27.278,5.775,657,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,6.349,1.0246,11212,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,December Week 2,2024-12-14,6.349,1.0246,11212,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,51.8504,4.4364,1578,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,9.96,2.9608,1578,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,24.4117,3.8086,1578,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,13.7779,0.8886,26352,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,Yes,December Week 2,2024-12-14,13.7779,0.8886,26352,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,44.2447,7.8485,469,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,9.7998,4.3664,469,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,39.5874,7.9265,469,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,6.368,1.2154,7809,0
COVID,National,National,Poverty Status,Below Poverty,Up-to-date,Yes,December Week 2,2024-12-14,6.368,1.2154,7809,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,63.1358,8.5454,315,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,6.7436,4.5744,315,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,21.3059,6.9995,315,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,8.8147,1.4202,6086,0
COVID,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,Yes,December Week 2,2024-12-14,8.8147,1.4202,6086,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,51.033,10.0304,239,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,7.9453,5.0551,239,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,34.1239,8.8904,239,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,6.8978,1.2837,4772,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",Up-to-date,Yes,December Week 2,2024-12-14,6.8978,1.2837,4772,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,49.0754,6.7274,749,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,6.816,3.6223,749,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,34.8591,6.3877,749,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,9.2495,1.2081,12073,0
COVID,National,National,Race and Ethnicity,Hispanic,Up-to-date,Yes,December Week 2,2024-12-14,9.2495,1.2081,12073,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,42.4247,9.7631,376,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,14.7738,7.5092,376,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,30.9451,9.5831,376,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,11.8564,1.7778,6986,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",Up-to-date,Yes,December Week 2,2024-12-14,11.8564,1.7778,6986,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,59.4206,3.9122,1655,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,8.1333,2.2561,1655,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,20.668,3.1188,1655,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,11.7781,0.8204,27628,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",Up-to-date,Yes,December Week 2,2024-12-14,11.7781,0.8204,27628,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,67.2089,7.2451,622,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,4.9711,2.5411,622,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,22.171,6.6371,622,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,5.6491,0.9903,8910,0
COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,December Week 2,2024-12-14,5.6491,0.9903,8910,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,53.3377,4.22,1598,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,7.4379,2.0429,1598,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,28.773,3.7942,1598,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,10.4514,0.759,28288,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),Up-to-date,Yes,December Week 2,2024-12-14,10.4514,0.759,28288,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,47.02,6.6467,799,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,12.9545,4.9785,799,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,27.2524,5.6386,799,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,12.7731,1.275,14261,0
COVID,National,National,Urbanicity,Urban MSA Principal City,Up-to-date,Yes,December Week 2,2024-12-14,12.7731,1.275,14261,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,48.6346,9.8933,226,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,6.0445,4.3178,226,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,26.5026,8.9382,226,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,18.8183,2.1949,4890,0
COVID,Region,Region 1,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2024-12-14,18.8183,2.1949,4890,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,50.9859,9.1718,212,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,7.4278,4.1303,212,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,26.5017,8.4924,212,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,15.0847,2.3557,2983,0
COVID,Region,Region 10,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2024-12-14,15.0847,2.3557,2983,0
COVID,Region,Region 2,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,60.0022,10.1874,137,0
COVID,Region,Region 2,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,5.6642,5.2254,137,0
COVID,Region,Region 2,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,25.2489,8.9737,137,0
COVID,Region,Region 2,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,9.0846,1.6197,3160,0
COVID,Region,Region 2,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2024-12-14,9.0846,1.6197,3160,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,48.8331,8.0553,391,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,11.6269,4.8292,391,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,26.3881,7.1339,391,0
COVID,Region,Region 3,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,December Week 2,2024-12-14,13.152,1.3444,8095,0
COVID,Region,Region 3,Overall,6 months-17 years,Up-to-date,Yes,December Week 2,2024-12-14,13.152,1.3444,8095,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,2024-12-14,55.3222,8.2224,270,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,2024-12-14,10.0858,5.128,270,0
COVID,Region,Region 4,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,2024-12-14,28.6597,7.4238,270,0
