vaccine,geographic_level,geographic_name,demographic_level,demographic_name,indicator_label,month_week,curr_week_ending,prev_week_ending,curr_season,prev_season,curr_est,past_est,curr_ci_halfwidth_95pct,past_ci_halfwidth_95pct,difference_estimate,significance,curr_ci_95,past_ci_95,diff_ci_95,difference_indicator,estimate,binrangetext,binrangeorder
COVID,State,Maryland,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,22.7,20.6,4.9725,2.7266,2.1573,5.671,17.8 to 27.7,17.9 to 23.3,-3.5 to 7.8,Similar to Last Season,0.2273,15.2 - 33.6,5
COVID,State,Massachusetts,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,24.7,26.5,4.3374,3.1103,-1.768,5.3373,20.3 to 29.0,23.3 to 29.6,-7.1 to 3.6,Similar to Last Season,0.2469,15.2 - 33.6,5
COVID,State,Michigan,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,10.3,10.2,3.4932,2.0841,0.0746,4.0677,6.8 to 13.8,8.1 to 12.3,-4.0 to 4.1,Similar to Last Season,0.1029,10.2 - 12.2,3
COVID,State,Minnesota,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,22.8,20.1,4.5272,2.6326,2.6869,5.237,18.3 to 27.3,17.5 to 22.8,-2.6 to 7.9,Similar to Last Season,0.228,15.2 - 33.6,5
COVID,State,Mississippi,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,2.7,5.7,1.5891,1.7979,-3.0046,2.3995,1.1 to 4.2,3.9 to 7.5,-5.4 to -0.6,Lower than Last Season,0.0265,2.7 - 6.7,1
COVID,State,Missouri,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,9.2,10.5,3.1865,2.0002,-1.3568,3.7623,6.0 to 12.4,8.5 to 12.5,-5.1 to 2.4,Similar to Last Season,0.0918,6.8 - 10.1,2
COVID,State,Montana,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,11.2,9.2,4.7155,1.7748,1.9839,5.0384,6.5 to 15.9,7.4 to 11.0,-3.1 to 7.0,Similar to Last Season,0.1117,10.2 - 12.2,3
COVID,State,Nebraska,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,15.1,11.8,5.1213,2.5145,3.3167,5.7053,10.0 to 20.2,9.3 to 14.3,-2.4 to 9.0,Similar to Last Season,0.1509,12.3 - 15.1,4
COVID,State,Nevada,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,12.1,8,5.2671,2.0066,4.1241,5.6364,6.8 to 17.3,5.9 to 10.0,-1.5 to 9.8,Similar to Last Season,0.1208,10.2 - 12.2,3
COVID,State,New Hampshire,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,18.8,18.3,4.9655,2.7351,0.4746,5.6689,13.8 to 23.7,15.6 to 21.0,-5.2 to 6.1,Similar to Last Season,0.1878,15.2 - 33.6,5
COVID,State,New Jersey,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,9.5,10.9,2.5707,1.8488,-1.3452,3.1665,7.0 to 12.1,9.0 to 12.7,-4.5 to 1.8,Similar to Last Season,0.0954,6.8 - 10.1,2
COVID,State,New Mexico,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,14.4,16,4.4814,2.5004,-1.6257,5.1318,9.9 to 18.9,13.5 to 18.5,-6.8 to 3.5,Similar to Last Season,0.1438,12.3 - 15.1,4
COVID,State,New York,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,10.4,14,2.4341,1.6183,-3.5831,2.923,8.0 to 12.9,12.4 to 15.6,-6.5 to -0.7,Lower than Last Season,0.1045,10.2 - 12.2,3
COVID,State,North Carolina,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,9.6,10.7,3.1278,1.9132,-1.1549,3.6665,6.4 to 12.7,8.8 to 12.6,-4.8 to 2.5,Similar to Last Season,0.0958,6.8 - 10.1,2
COVID,State,North Dakota,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,12.6,8.4,6.1242,2.0175,4.1728,6.448,6.5 to 18.7,6.4 to 10.4,-2.3 to 10.6,Similar to Last Season,0.126,12.3 - 15.1,4
COVID,State,Ohio,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,10,11.2,3.7125,2.062,-1.2354,4.2467,6.2 to 13.7,9.1 to 13.3,-5.5 to 3.0,Similar to Last Season,0.0995,6.8 - 10.1,2
COVID,State,Oklahoma,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,5.2,6.3,1.9667,1.4194,-1.0589,2.4254,3.2 to 7.2,4.8 to 7.7,-3.5 to 1.4,Similar to Last Season,0.052,2.7 - 6.7,1
COVID,State,Oregon,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,18.5,18.4,3.5834,2.6224,0.0798,4.4405,14.9 to 22.1,15.8 to 21.1,-4.4 to 4.5,Similar to Last Season,0.1852,15.2 - 33.6,5
COVID,State,Pennsylvania,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,10.8,12.2,2.2544,1.4635,-1.3621,2.6878,8.6 to 13.1,10.7 to 13.7,-4.0 to 1.3,Similar to Last Season,0.1084,10.2 - 12.2,3
COVID,State,Puerto Rico,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,4.5,4.9,1.9604,1.2007,-0.3798,2.2989,2.5 to 6.5,3.7 to 6.1,-2.7 to 1.9,Similar to Last Season,0.0449,2.7 - 6.7,1
COVID,State,Rhode Island,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,15.9,17.2,5.1165,3.4893,-1.2067,6.193,10.8 to 21.1,13.7 to 20.6,-7.4 to 5.0,Similar to Last Season,0.1595,15.2 - 33.6,5
COVID,State,South Carolina,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,3.9,6.8,1.8141,1.5523,-2.9264,2.3876,2.1 to 5.7,5.3 to 8.4,-5.3 to -0.5,Lower than Last Season,0.0388,2.7 - 6.7,1
COVID,State,South Dakota,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,10.1,8.5,3.8038,2.151,1.6769,4.3699,6.3 to 13.9,6.3 to 10.6,-2.7 to 6.0,Similar to Last Season,0.1013,6.8 - 10.1,2
COVID,State,Tennessee,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,5.8,7.9,2.6037,1.919,-2.1366,3.2345,3.2 to 8.4,6.0 to 9.8,-5.4 to 1.1,Similar to Last Season,0.0579,2.7 - 6.7,1
COVID,State,Texas,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,11.1,8.9,2.1406,0.9813,2.1589,2.3548,8.9 to 13.2,7.9 to 9.9,-0.2 to 4.5,Similar to Last Season,0.1107,10.2 - 12.2,3
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,11.6,12.6,4.4183,2.4538,-0.9845,5.054,7.2 to 16.0,10.1 to 15.0,-6.0 to 4.1,Similar to Last Season,0.1158,10.2 - 12.2,3
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,33.3,27.3,7.3431,4.9054,5.9864,8.8309,25.9 to 40.6,22.4 to 32.2,-2.8 to 14.8,Similar to Last Season,0.3325,15.2 - 33.6,5
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,16,14.3,3.3731,1.7028,1.7568,3.7785,12.6 to 19.4,12.5 to 16.0,-2.0 to 5.5,Similar to Last Season,0.1601,15.2 - 33.6,5
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,19.8,18.8,5.4849,2.7977,0.9179,6.1572,14.3 to 25.2,16.0 to 21.6,-5.2 to 7.1,Similar to Last Season,0.1976,15.2 - 33.6,5
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,4.9,7.2,1.7698,1.4976,-2.3472,2.3184,3.1 to 6.7,5.7 to 8.7,-4.7 to 0.0,Lower than Last Season,0.0489,2.7 - 6.7,1
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,12.2,14.1,3.8666,2.6748,-1.9083,4.7016,8.3 to 16.1,11.4 to 16.8,-6.6 to 2.8,Similar to Last Season,0.1221,10.2 - 12.2,3
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,January Week 3,2025-01-18,2024-01-20,2024-2025,2023-2024,9.3,8.7,4.6083,2.0774,0.6415,5.0549,4.7 to 14.0,6.6 to 10.8,-4.4 to 5.7,Similar to Last Season,0.0935,6.8 - 10.1,2
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,7.9,8.3,1.4136,0.6485,-0.4167,1.5553,6.5 to 9.3,7.7 to 9.0,-2.0 to 1.1,Similar to Last Season,0.0791,7.4 - 10.4,2
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,15.4,16.5,1.0288,0.5722,-1.0121,1.1772,14.4 to 16.5,15.9 to 17.0,-2.2 to 0.2,Similar to Last Season,0.1544,15.5 - 34.6,5
COVID,National,National,Poverty Status,Below Poverty,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,9,8.8,2.9523,0.861,0.1893,3.0753,6.1 to 12.0,8.0 to 9.7,-2.9 to 3.3,Similar to Last Season,0.09,7.4 - 10.4,2
COVID,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,10.1,11.4,1.8981,0.9513,-1.3075,2.1231,8.2 to 12.0,10.4 to 12.4,-3.4 to 0.8,Similar to Last Season,0.1009,7.4 - 10.4,2
COVID,National,National,Race/Ethnicity,"Black, Non-Hispanic",Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,8.5,9.7,1.8699,0.91,-1.2437,2.0796,6.6 to 10.3,8.8 to 10.6,-3.3 to 0.8,Similar to Last Season,0.0847,7.4 - 10.4,2
COVID,National,National,Race/Ethnicity,Hispanic,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,11.3,11.3,2.0363,0.7391,0.0257,2.1663,9.3 to 13.3,10.5 to 12.0,-2.1 to 2.2,Similar to Last Season,0.1129,10.5 - 13.3,3
COVID,National,National,Race/Ethnicity,"Other, Non-Hispanic",Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,13.3,14.2,1.9373,1.2078,-0.9542,2.283,11.3 to 15.2,13.0 to 15.4,-3.2 to 1.3,Similar to Last Season,0.1327,10.5 - 13.3,3
COVID,National,National,Race/Ethnicity,"White, Non-Hispanic",Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,13.1,14,0.934,0.5166,-0.949,1.0673,12.1 to 14.0,13.5 to 14.5,-2.0 to 0.1,Similar to Last Season,0.1308,10.5 - 13.3,3
COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,7.2,7.2,1.7257,0.6811,-0.0075,1.8552,5.4 to 8.9,6.5 to 7.9,-1.9 to 1.8,Similar to Last Season,0.0716,2.7 - 7.3,1
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,11.9,12.5,0.9294,0.4918,-0.6062,1.0515,11.0 to 12.9,12.0 to 13.0,-1.7 to 0.4,Similar to Last Season,0.1193,10.5 - 13.3,3
COVID,National,National,Urbanicity,Urban (MSA Principal City),Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,14.9,15.2,1.9767,0.7208,-0.2981,2.104,12.9 to 16.9,14.5 to 15.9,-2.4 to 1.8,Similar to Last Season,0.1487,13.4 - 15.4,4
COVID,Region,Region 1,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,21.6,23.7,2.6095,1.6063,-2.0571,3.0643,19.0 to 24.3,22.1 to 25.3,-5.1 to 1.0,Similar to Last Season,0.2164,15.5 - 34.6,5
COVID,Region,Region 10,Overall,6 months-17 years,Up-to-date,February Week 1,2025-02-01,2024-02-03,2024-2025,2023-2024,16.4,17.9,2.5334,1.6815,-1.4915,3.0407,13.9 to 19.0,16.2 to 19.6,-4.5 to 1.5,Similar to Last Season,0.1642,15.5 - 34.6,5
COVID,National,National,Age,12-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,14.2,15.3,1.2474,0.7699,-1.1353,1.4659,12.9 to 15.4,14.5 to 16.1,-2.6 to 0.3,Similar to Last Season,0.1416,12.3 - 15.1,4
COVID,National,National,Age,5-11 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,12.8,12.9,1.0006,0.5548,-0.0689,1.1441,11.8 to 13.8,12.3 to 13.4,-1.2 to 1.1,Similar to Last Season,0.128,12.3 - 15.1,4
COVID,National,National,Age,5-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,13.4,14.2,0.7985,0.4834,-0.7747,0.9334,12.6 to 14.2,13.7 to 14.7,-1.7 to 0.2,Similar to Last Season,0.1339,12.3 - 15.1,4
COVID,National,National,Age,6 months-4 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,5,5.1,0.6985,0.5339,-0.102,0.8792,4.3 to 5.7,4.6 to 5.7,-1.0 to 0.8,Similar to Last Season,0.0504,2.7 - 6.7,1
COVID,National,National,Age,6-23 months,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,3.7,3.1,1.1139,0.5198,0.6096,1.2292,2.6 to 4.8,2.6 to 3.6,-0.6 to 1.8,Similar to Last Season,0.0369,2.7 - 6.7,1
COVID,National,National,Mother's Education,>= College degree,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,17,17.8,1.0599,0.6529,-0.7198,1.2449,16.0 to 18.1,17.1 to 18.4,-2.0 to 0.5,Similar to Last Season,0.1703,15.2 - 33.6,5
COVID,National,National,Mother's Education,High school or equivalent,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,6.3,6.2,1.2684,0.6209,0.1463,1.4122,5.1 to 7.6,5.6 to 6.8,-1.3 to 1.6,Similar to Last Season,0.0632,2.7 - 6.7,1
COVID,National,National,Mother's Education,Less than high school,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,8.2,10.2,2.363,1.3669,-2.0287,2.7299,5.8 to 10.6,8.9 to 11.6,-4.8 to 0.7,Similar to Last Season,0.082,6.8 - 10.1,2
COVID,National,National,Mother's Education,Some college,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,5.8,6.7,0.8824,0.6729,-0.9058,1.1097,4.9 to 6.7,6.0 to 7.4,-2.0 to 0.2,Similar to Last Season,0.0582,2.7 - 6.7,1
COVID,National,National,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,11.6,12.2,0.6505,0.3999,-0.5956,0.7636,11.0 to 12.3,11.8 to 12.6,-1.4 to 0.2,Similar to Last Season,0.116,10.2 - 12.2,3
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,7.2,7.5,1.1243,0.6058,-0.3325,1.2771,6.1 to 8.3,6.9 to 8.1,-1.6 to 0.9,Similar to Last Season,0.0721,6.8 - 10.1,2
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,15.2,16.2,0.9639,0.6402,-0.9644,1.1571,14.2 to 16.2,15.5 to 16.8,-2.1 to 0.2,Similar to Last Season,0.1519,15.2 - 33.6,5
COVID,National,National,Poverty Status,Below Poverty,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,7.9,7.6,1.7346,0.7704,0.2718,1.898,6.2 to 9.6,6.9 to 8.4,-1.6 to 2.2,Similar to Last Season,0.0791,6.8 - 10.1,2
COVID,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,9.9,10.5,1.7032,0.9045,-0.5488,1.9285,8.2 to 11.6,9.6 to 11.4,-2.5 to 1.4,Similar to Last Season,0.0993,6.8 - 10.1,2
COVID,National,National,Race/Ethnicity,"Black, Non-Hispanic",Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,7.4,9.1,1.3803,0.8876,-1.641,1.6411,6.0 to 8.8,8.2 to 9.9,-3.3 to 0.0,Similar to Last Season,0.0742,6.8 - 10.1,2
COVID,National,National,Race/Ethnicity,Hispanic,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,10.7,10.1,1.423,0.6812,0.6207,1.5776,9.3 to 12.1,9.4 to 10.8,-1.0 to 2.2,Similar to Last Season,0.107,10.2 - 12.2,3
COVID,National,National,Race/Ethnicity,"Other, Non-Hispanic",Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,13.2,13.3,1.9381,1.0473,-0.0681,2.203,11.3 to 15.2,12.3 to 14.4,-2.3 to 2.1,Similar to Last Season,0.1324,12.3 - 15.1,4
COVID,National,National,Race/Ethnicity,"White, Non-Hispanic",Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,12.6,13.7,0.8448,0.5958,-1.0992,1.0338,11.7 to 13.4,13.1 to 14.3,-2.1 to -0.1,Lower than Last Season,0.1257,12.3 - 15.1,4
COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,7,6.7,1.33,0.6944,0.3196,1.5004,5.7 to 8.3,6.0 to 7.4,-1.2 to 1.8,Similar to Last Season,0.07,6.8 - 10.1,2
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,11.7,12.1,0.8498,0.5589,-0.4811,1.0171,10.8 to 12.5,11.6 to 12.7,-1.5 to 0.5,Similar to Last Season,0.1166,10.2 - 12.2,3
COVID,National,National,Urbanicity,Urban (MSA Principal City),Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,13.8,14.1,1.3548,0.6669,-0.2969,1.51,12.4 to 15.2,13.4 to 14.8,-1.8 to 1.2,Similar to Last Season,0.138,12.3 - 15.1,4
COVID,Region,Region 1,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,21.6,22.2,2.6095,1.7096,-0.5613,3.1197,19.0 to 24.3,20.5 to 23.9,-3.7 to 2.6,Similar to Last Season,0.2164,15.2 - 33.6,5
COVID,Region,Region 10,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,16.4,16.4,2.5334,1.5691,0.0238,2.98,13.9 to 19.0,14.8 to 18.0,-3.0 to 3.0,Similar to Last Season,0.1642,15.2 - 33.6,5
COVID,Region,Region 2,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,10.1,13.1,1.8107,1.2567,-2.9998,2.2041,8.3 to 11.9,11.9 to 14.4,-5.2 to -0.8,Lower than Last Season,0.1012,6.8 - 10.1,2
COVID,Region,Region 3,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,14.5,15.4,1.5138,0.9097,-0.865,1.7661,13.0 to 16.0,14.5 to 16.3,-2.6 to 0.9,Similar to Last Season,0.1453,12.3 - 15.1,4
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,6.3,7.8,1.0225,0.7954,-1.4605,1.2954,5.3 to 7.3,7.0 to 8.6,-2.8 to -0.2,Lower than Last Season,0.063,2.7 - 6.7,1
COVID,Region,Region 5,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,13.3,12.8,1.5,0.8359,0.5035,1.7172,11.8 to 14.8,11.9 to 13.6,-1.2 to 2.2,Similar to Last Season,0.1326,12.3 - 15.1,4
COVID,Region,Region 6,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,8.8,8.6,1.2461,0.7443,0.1713,1.4515,7.5 to 10.0,7.8 to 9.3,-1.3 to 1.6,Similar to Last Season,0.0876,6.8 - 10.1,2
COVID,Region,Region 7,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,11.3,11,2.0883,1.2272,0.3256,2.4222,9.3 to 13.4,9.8 to 12.3,-2.1 to 2.7,Similar to Last Season,0.1135,10.2 - 12.2,3
COVID,Region,Region 8,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,13.3,13.4,2.1637,1.2249,-0.0156,2.4864,11.2 to 15.5,12.1 to 14.6,-2.5 to 2.5,Similar to Last Season,0.1334,12.3 - 15.1,4
COVID,Region,Region 9,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,13.3,14.4,2.6527,1.3601,-1.141,2.9811,10.6 to 15.9,13.0 to 15.8,-4.1 to 1.8,Similar to Last Season,0.1325,12.3 - 15.1,4
COVID,State,Alabama,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,6.7,6.1,2.4665,1.369,0.5695,2.821,4.2 to 9.1,4.7 to 7.5,-2.3 to 3.4,Similar to Last Season,0.0667,2.7 - 6.7,1
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,5.8,8.6,2.4465,2.0324,-2.778,3.1806,3.4 to 8.3,6.6 to 10.6,-6.0 to 0.4,Similar to Last Season,0.0582,2.7 - 6.7,1
COVID,State,Arizona,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,6.4,11.1,3.2945,2.3781,-4.7238,4.0631,3.1 to 9.7,8.7 to 13.5,-8.8 to -0.7,Lower than Last Season,0.064,2.7 - 6.7,1
COVID,State,Arkansas,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,4.2,6.4,1.7164,1.514,-2.192,2.2887,2.5 to 5.9,4.9 to 7.9,-4.5 to 0.1,Similar to Last Season,0.0418,2.7 - 6.7,1
COVID,State,California,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,14.8,15.6,3.492,1.7599,-0.8059,3.9104,11.3 to 18.3,13.8 to 17.3,-4.7 to 3.1,Similar to Last Season,0.1477,12.3 - 15.1,4
COVID,State,Colorado,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,15.2,16.2,3.2842,2.0319,-0.9773,3.8619,11.9 to 18.5,14.1 to 18.2,-4.8 to 2.9,Similar to Last Season,0.152,15.2 - 33.6,5
COVID,State,Connecticut,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,12.8,16.9,4.6536,2.9172,-4.1278,5.4924,8.1 to 17.4,14.0 to 19.8,-9.6 to 1.4,Similar to Last Season,0.1279,12.3 - 15.1,4
COVID,State,Delaware,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,8.8,12.6,2.655,2.5997,-3.7843,3.7158,6.2 to 11.5,10.0 to 15.2,-7.5 to -0.1,Lower than Last Season,0.0883,6.8 - 10.1,2
COVID,State,District of Columbia,Overall,6 months-17 years,Up-to-date,January Week 4,2025-01-25,2024-01-27,2024-2025,2023-2024,33.6,32.1,4.2378,3.3247,1.5365,5.3863,29.4 to 37.8,28.7 to 35.4,-3.8 to 6.9,Similar to Last Season,0.3359,15.2 - 33.6,5
COVID,National,National,Mother's Education,Some college,Up-to-date,January Week 1,2025-01-04,2024-01-06,2024-2025,2023-2024,5.8,6.5,0.8814,0.5577,-0.7193,1.043,4.9 to 6.7,5.9 to 7.0,-1.8 to 0.3,Similar to Last Season,0.0577,2.7 - 6.4,1
COVID,National,National,Overall,6 months-17 years,Up-to-date,January Week 1,2025-01-04,2024-01-06,2024-2025,2023-2024,11.3,11.9,0.6236,0.3557,-0.5856,0.7179,10.7 to 11.9,11.5 to 12.2,-1.3 to 0.1,Similar to Last Season,0.1129,10.2 - 12.2,3
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,January Week 1,2025-01-04,2024-01-06,2024-2025,2023-2024,7.1,7.5,1.1156,0.61,-0.4558,1.2715,6.0 to 8.2,6.9 to 8.1,-1.7 to 0.8,Similar to Last Season,0.0707,6.5 - 10.1,2
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,January Week 1,2025-01-04,2024-01-06,2024-2025,2023-2024,15.1,15.7,0.9649,0.5773,-0.6402,1.1244,14.1 to 16.0,15.1 to 16.3,-1.8 to 0.5,Similar to Last Season,0.1507,12.3 - 15.1,4
COVID,National,National,Poverty Status,Below Poverty,Up-to-date,January Week 1,2025-01-04,2024-01-06,2024-2025,2023-2024,7.4,7.6,1.5881,0.7652,-0.1545,1.7628,5.8 to 9.0,6.8 to 8.4,-1.9 to 1.6,Similar to Last Season,0.0743,6.5 - 10.1,2
COVID,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,January Week 1,2025-01-04,2024-01-06,2024-2025,2023-2024,9.1,10.4,1.4446,0.905,-1.345,1.7047,7.7 to 10.5,9.5 to 11.4,-3.0 to 0.4,Similar to Last Season,0.091,6.5 - 10.1,2
COVID,National,National,Race/Ethnicity,"Black, Non-Hispanic",Up-to-date,January Week 1,2025-01-04,2024-01-06,2024-2025,2023-2024,7.4,9,1.3779,0.8922,-1.6249,1.6415,6.0 to 8.8,8.1 to 9.9,-3.3 to 0.0,Similar to Last Season,0.0737,6.5 - 10.1,2
COVID,National,National,Race/Ethnicity,Hispanic,Up-to-date,January Week 1,2025-01-04,2024-01-06,2024-2025,2023-2024,10.2,10.1,1.3428,0.6811,0.1285,1.5057,8.9 to 11.5,9.4 to 10.8,-1.4 to 1.6,Similar to Last Season,0.102,10.2 - 12.2,3
